Index,0 [0x7][0xc],1 [0x3][0x10],2 [0x19][0x12],3 [0x1a][0x12],4 [0x1b][0x12],5 [0x3][0x11],6 [0x9][0x4],7 [0x1c][0x12],8 [0x9][0x8],9 [0x0][0x0]
89,0,2,false,false,false,2,3.0,false,1.0,"이히히, 받아라앗!"
90,0,2,false,false,false,2,3.0,false,1.0,"오오! 고마워!"
91,0,2,false,false,false,3,5.0,false,1.0,"감사합니다!"
92,0,2,false,false,false,3,5.0,false,1.0,"으윽……"
93,0,2,false,false,false,3,5.0,false,1.0,"아직 멀었군, 더 강해지면 와라!"
94,0,2,false,false,false,3,3.0,false,1.0,"고마워! 저기 봐, 왔어!"
95,0,2,false,false,false,3,5.0,false,1.0,"순찰하러 갈 시간이군……"
96,0,2,false,false,false,3,5.0,false,1.0,"으악, 무당벌레투성이야!"
97,0,2,false,false,false,2,5.0,false,1.0,"누가 무당벌레 좀 쫓아줘~!"
98,0,2,false,false,false,3,5.0,false,1.0,"다행이다, 드디어 한시름 덜었어!"
99,0,2,false,false,false,3,5.0,false,1.0,"맙소사……"
100,0,2,false,false,false,3,5.0,false,1.0,"0"
101,0,2,false,false,false,3,5.0,false,1.0,"0"
102,0,2,false,false,false,3,5.0,false,1.0,"0"
103,0,2,false,false,false,2,3.0,false,1.0,"0"
104,0,2,false,false,false,2,3.0,false,1.0,"0"
105,0,2,false,false,false,2,3.0,false,1.0,"0"
106,0,2,false,false,false,2,3.0,false,1.0,"0"
107,0,2,false,false,false,3,5.0,false,1.0,"하지 마랏치! 누가 좀 도와줘랏치~!"
108,0,2,false,false,false,3,5.0,false,1.0,"고맙닷치!"
109,0,2,false,false,false,3,5.0,false,1.0,"으음…… 묘한 낌새가……"
110,0,2,false,false,false,3,5.0,false,1.0,"이놈! 게걸스런 대머리수리놈!"
111,0,2,false,false,false,3,5.0,false,1.0,"넌 또 뭐야!?"
112,0,2,false,false,false,3,5.0,false,1.0,"방해하지 마!"
113,0,2,false,false,false,3,5.0,false,1.0,"꺼져!"
114,0,2,false,false,false,3,5.0,false,1.0,"얕보지 마라!"
115,0,2,false,false,false,2,3.0,false,1.0,"네놈은 또 뭐야!"
116,0,2,false,false,false,2,3.0,false,1.0,"추적자냐!"
117,0,2,false,false,false,2,3.0,false,1.0,"몸이 무거워~"
118,0,2,false,false,false,2,3.0,false,1.0,"전력을 다하면<br>언제나 이 모양이야!"
119,0,2,false,false,false,3,5.0,false,1.0,"역시 모험가한테 의뢰해야 하나"
120,0,2,false,false,false,3,5.0,false,1.0,"추적자는 없군, 좋아"
121,0,2,false,false,false,3,5.0,false,1.0,"도와줘서 고맙다"
122,0,2,false,false,false,2,3.0,false,1.0,"그고고고고고고…"
123,0,2,false,false,false,2,3.0,false,1.0,"그고고고…"
124,0,2,false,false,false,3,5.0,false,1.0,"야, 양이 떼 지어 온다!"
125,0,2,false,false,false,3,5.0,false,1.0,"양 무리를 요격하라!"
126,0,2,false,false,false,3,5.0,false,1.0,"음, 큰 이상은 없군"
127,0,2,false,false,false,3,5.0,false,1.0,"외길이군…… 매복에 대비하라"
128,0,2,false,false,false,3,5.0,false,1.0,"얼마 안 남았지만 방심하지 마라"
129,0,2,false,false,false,3,10.0,false,1.0,"큭, 역시 왔군!"
130,0,2,false,false,false,2,5.0,false,1.0,"너흰 뭐야!<br>침입자냐!?"
131,0,2,false,false,false,2,4.0,false,1.0,"내 경비견에게 감히!"
132,0,2,false,false,false,2,4.0,false,1.0,"결국에는 이 몸을<br>화나게 했군!"
133,0,2,false,false,false,2,4.0,false,1.0,"내, 내 실력은<br>고작 이 정도가 아니다!"
134,0,2,false,false,false,2,6.0,false,1.0,"아차, 갑자기 중요한<br>약속이 생각났다!"
135,0,2,false,false,false,2,4.0,false,1.0,"쳇, 이 끈질긴 놈들!"
136,0,2,false,false,false,2,2.0,false,1.0,"나와라, 개들아!"
137,0,2,false,false,false,2,4.0,false,1.0,"아야, 아야야야……<br>이거 너무 심하잖아!"
138,0,2,false,false,false,2,6.0,false,1.0,"어휴, 망했다……<br>보스한테 뭐라고 하지……"
139,0,2,false,false,false,2,4.0,false,1.0,"이거나 먹어라!"
140,0,2,false,false,false,2,4.0,false,1.0,"죽여라!"
141,0,2,false,false,false,2,4.0,false,1.0,"이 자식!"
142,0,2,false,false,false,2,4.0,false,1.0,"까불지 마라!"
143,0,2,false,false,false,2,5.0,false,1.0,"슈우우, 슈우우……<br>돕는다 나 돕는다"
144,0,2,false,false,false,2,4.0,false,1.0,"……슈우우, 슈우우,<br>글렀다 나 글렀다……"
145,0,2,false,false,false,2,4.0,false,1.0,"도와주라 도와주라!"
146,0,2,false,false,false,2,4.0,false,1.0,"글렀다 글렀다……"
147,0,2,false,false,false,2,6.0,false,1.0,"슈우우, 슈우우……<br>살았다~ 살았다~!"
148,0,2,false,false,false,2,6.0,false,1.0,"슈우우, 슈우우……<br>고맙다~ 고맙다~!"
149,0,2,false,false,false,2,6.0,false,1.0,"가져가라~ 가져가라~!<br>보상이다~ 가져가라~!"
150,0,2,false,false,false,3,6.0,false,1.0,"슈우우, 슈우우……<br>다 함께 돌격이다고브!"
151,0,2,false,false,false,3,3.0,false,1.0,"슈우우, 슈우우……<br>나한테 맡겨라고브!"
152,0,2,false,false,false,3,4.0,false,1.0,"슈우우, 슈우우……<br>다 함께 공격이다고브!"
153,0,2,false,false,false,2,4.0,false,1.0,"슈우우, 슈우우……<br>위기 탈출했다고브!"
154,0,2,false,false,false,2,6.0,false,1.0,"슈우우, 슈우우……<br>당연한 결과고브!"
155,0,2,false,false,false,2,3.0,false,1.0,"슈우우, 슈우우……<br>받아라 초폭탄고브!"
156,0,2,false,false,false,3,2.0,false,1.0,"고브윽!?"
157,0,2,false,false,false,2,5.0,false,1.0,"슈우우, 슈우우……<br>너한테 맡긴다고브!"
158,0,2,false,false,false,2,8.0,false,1.0,"슈우우, 슈우우……<br>여유롭게…… 이겼다고브……"
159,0,2,false,false,false,2,6.0,false,1.0,"슈우우, 슈우우……<br>도와주러 왔다고브!"
160,0,2,false,false,false,2,6.0,false,1.0,"훌륭한 고브 활약<br>홀딱 반했냐고브?"
161,0,2,false,false,false,2,6.0,false,1.0,"슈우우, 슈우우……<br>또 하나의 전설고브!"
162,0,2,false,false,false,2,10.0,false,1.0,"브레이플록스 역시 대단~!"
163,0,2,false,false,false,2,10.0,false,1.0,"브레이플록스 힘세고 강하다~!"
164,0,2,false,false,false,2,30.0,false,1.0,"슈우우, 슈우우……<br>별것도 아니다고브!"
165,0,2,false,false,false,3,5.0,false,1.0,"자칼이 나타났다!"
166,0,2,false,false,false,3,5.0,false,1.0,"저리 가, 오지 말라고!!"
167,0,2,false,false,false,3,5.0,false,1.0,"으아악, 난 맛없어!"
168,0,2,false,false,false,3,5.0,false,1.0,"살려줘~!!"
169,0,2,false,false,false,3,5.0,false,1.0,"휴우, 살았다……"
170,0,2,false,false,false,2,3.0,false,1.0,"응? 뭐야, 무슨 일이야……?"
171,0,2,false,false,false,2,3.0,false,1.0,"끄악, 이 푸길들은 다 뭐야!!"
172,0,2,false,false,false,3,5.0,false,1.0,"으음, 함성이 들리잖아!?"
173,0,2,false,false,false,3,5.0,false,1.0,"큭, 일단 물러나자"
174,0,2,false,false,false,2,5.0,false,1.0,"흑와단의 의지를 걸고!"
175,0,2,false,false,false,3,5.0,false,1.0,"이 정도는 너희끼리 처리하라고!"
176,0,2,false,false,false,3,5.0,false,1.0,"이런 한심한 것들!"
177,0,2,false,false,false,2,5.0,false,1.0,"자신 있는 자들은 가세하라!"
178,0,2,false,false,false,2,5.0,false,1.0,"뭣들 하나? 밀리고 있잖아!"
179,0,2,false,false,false,2,5.0,false,1.0,"흑와단의 힘을 보여봐라!"
180,0,2,false,false,false,3,5.0,false,1.0,"으음, 엄청난 살기가 느껴진다!"
181,0,2,false,false,false,3,5.0,false,1.0,"흑와단의 힘을 보았느냐!?"
182,0,2,false,false,false,3,5.0,false,1.0,"원통하다, 더 단련해야겠군……"
183,0,2,false,false,false,3,5.0,false,1.0,"그럼 순찰하러 가볼까"
184,0,2,false,false,false,3,5.0,false,1.0,"응? ……뭐지, 이 날갯소리는?"
185,0,2,false,false,false,3,5.0,false,1.0,"도, 동굴박쥐!?"
186,0,2,false,false,false,3,5.0,false,1.0,"……힘들다, 빨리 집에 가야지……"
187,0,2,false,false,false,3,5.0,false,1.0,"으아아, 농장으로는 가지 마!"
188,0,2,false,false,false,3,5.0,false,1.0,"우, 우리 도도가……!"
189,0,2,false,false,false,2,5.0,false,1.0,"이놈들을 빨리 처리해야해!!"
190,0,2,false,false,false,3,3.0,false,1.0,"야, 약속 시간에 늦겠어!"
191,0,2,false,false,false,3,3.0,false,1.0,"……왜 안 오지"
192,0,2,false,false,false,3,3.0,false,1.0,"헉, 헉……!"
193,0,2,false,false,false,3,3.0,false,1.0,"오늘은 반드시 청혼할 거야!"
194,0,2,false,false,false,3,3.0,false,1.0,"느, 늦어서 미안해!"
195,0,2,false,false,false,3,1.0,false,1.0,"기다렸잖아! 왜 이렇게 늦었어?"
196,0,2,false,false,false,3,2.0,false,1.0,"휴, 이런 곳에서 무슨 말을 하려고?"
197,0,2,false,false,false,3,2.0,false,1.0,"그, 그게……"
198,0,2,false,false,false,3,1.0,false,1.0,"응?"
199,0,2,false,false,false,3,2.0,false,1.0,"나, 나나나나나하고 겨겨겨……!"
200,0,2,false,false,false,3,1.0,false,1.0,"꺅, 바람이!?"
201,0,2,false,false,false,3,3.0,false,1.0,"저, 저 거대한 건 도대체 뭐야!?"
202,0,2,false,false,false,3,3.0,false,1.0,"으아아아!?"
203,0,2,false,false,false,2,5.0,false,1.0,"날 지켜주지도 못하는 거야?"
204,0,2,false,false,false,2,5.0,false,1.0,"어떻게 좀 해봐!"
205,0,2,false,false,false,3,2.0,false,1.0,"……나 집에 갈래"
206,0,2,false,false,false,3,2.0,false,1.0,"자, 잠깐만!"
207,0,2,false,false,false,3,2.0,false,1.0,"당신 같은 겁쟁이는 싫어!"
208,0,2,false,false,false,3,2.0,false,1.0,"하, 하지만 난……"
209,0,2,false,false,false,3,3.0,false,1.0,"몰라!"
210,0,2,false,false,false,3,3.0,false,1.0,"휴, 대체 왜 이런……"
211,0,2,false,false,false,3,3.0,false,1.0,"응? 뭐지?"
212,0,2,false,false,false,3,3.0,false,1.0,"이얏호~! 사냥감 발견!"
213,0,2,false,false,false,3,3.0,false,1.0,"히익, 살려줘~!"
214,0,2,false,false,false,3,3.0,false,1.0,"젠장, 왜 이러는 거냐고!"
215,0,2,false,false,false,3,3.0,false,1.0,"얘들아, 해치워라!!"
216,0,2,false,false,false,3,5.0,false,1.0,"아, 또 날뛰고 있어……"
217,0,2,false,false,false,2,5.0,false,1.0,"이놈! 얌전히 있어!"
218,0,2,false,false,false,2,5.0,false,1.0,"날뛰지 말라고!"
219,0,2,false,false,false,2,5.0,false,1.0,"이 자식, 그만하지 못해!?"
220,0,2,false,false,false,2,5.0,false,1.0,"시끄러, 비켜!"
221,0,2,false,false,false,2,5.0,false,1.0,"증거 있냐!?"
222,0,2,false,false,false,2,5.0,false,1.0,"난 모르는 일이라고!"
223,0,2,false,false,false,3,5.0,false,1.0,"이 멍청아, 그만해!"
224,0,2,false,false,false,3,5.0,false,1.0,"부탁합니다, 선배님!"
225,0,2,false,false,false,3,5.0,false,1.0,"뭐야? 해보자는 거냐!?"
226,0,2,false,false,false,3,5.0,false,1.0,"이제야 얌전해졌군……"
227,0,2,false,false,false,3,5.0,false,1.0,"이, 이 자식……!"
228,0,2,false,false,false,3,5.0,false,1.0,"자, 그럼 천천히 이야기할까?"
229,0,2,false,false,false,3,5.0,false,1.0,"빌어먹을!"
230,0,2,false,false,false,3,5.0,false,1.0,"시끄러, 조용히 해!"
231,0,2,false,false,false,3,5.0,false,1.0,"젠장, 젠자앙!"
232,0,2,false,false,false,3,5.0,false,1.0,"이럴 수가……!"
233,0,2,false,false,false,3,5.0,false,1.0,"헤헤, 넙죽 잡힐 순 없지!"
234,0,2,false,false,false,3,5.0,false,1.0,"놓치다니……!"
235,0,2,false,false,false,3,5.0,false,1.0,"잘 있어라~!"
236,0,2,false,false,false,2,3.0,false,1.0,"이 자식! 내 술을<br>마시다니!"
237,0,2,false,false,false,2,3.0,false,1.0,"뭐야? 해보자고!?"
238,0,2,false,false,false,2,3.0,false,1.0,"까불지 마라!"
239,0,2,false,false,false,2,3.0,false,1.0,"울지 마라, 응?"
240,0,2,false,false,false,2,5.0,false,1.0,"야, 우습게 보지 말라고!"
241,0,2,false,false,false,3,3.0,false,1.0,"독뿔도마뱀 무리다, 막아라!"
242,0,2,false,false,false,3,3.0,false,1.0,"으악~! 아귀!?"
243,0,2,false,false,false,3,3.0,false,1.0,"전방에 코브란 발견, 제거하라!"
244,0,2,false,false,false,3,3.0,false,1.0,"식인개미를 막아라!"
245,0,2,false,false,false,3,3.0,false,1.0,"전원, 운송 경로를 확보하라!"
246,0,2,false,false,false,3,3.0,false,1.0,"또 큰뿔염소가 나타났다! 쫓아내자!"
247,0,2,false,false,false,3,3.0,false,1.0,"아말쟈가 쳐들어온다! 요격!"
248,0,2,false,false,false,3,3.0,false,1.0,"아말쟈다, 전원 전투준비!"
249,0,2,false,false,false,3,3.0,false,1.0,"임프 놈이 또 장난질을!"
250,0,2,false,false,false,3,3.0,false,1.0,"수상한 움직임이군, 먼저 쳐라!"
251,0,2,false,false,false,3,3.0,false,1.0,"앗, 저건 검은장막 숲의……!?"
252,0,2,false,false,false,3,3.0,false,1.0,"큭, 이래서 변경 경비가 싫어!"
253,0,2,false,false,false,3,3.0,false,1.0,"이 모래밭 말이야, 밤만 되면……"
254,0,2,false,false,false,3,3.0,false,1.0,"뭐?! 그, 그럼 집에 가자……"
255,0,2,false,false,false,3,3.0,false,1.0,"뭐야. 무서워서 그래?"
256,0,2,false,false,false,3,3.0,false,1.0,"무, 무섭긴……!"
257,0,2,false,false,false,3,3.0,false,1.0,"겁쟁이~"
258,0,2,false,false,false,3,3.0,false,1.0,"세, 세상에 귀신이 어디 있어"
259,0,2,false,false,false,3,3.0,false,1.0,"……저, 저게 뭐지!?"
260,0,2,false,false,false,3,3.0,false,1.0,"누가 속을 줄 알고"
261,0,2,false,false,false,3,3.0,false,1.0,"저 희미한 빛은……"
262,0,2,false,false,false,3,3.0,false,1.0,"배 불빛이겠지……"
263,0,2,false,false,false,3,3.0,false,1.0,"으악, 나왔다~!!"
264,0,2,false,false,false,3,5.0,false,1.0,"끼아아아악!"
265,0,2,false,false,false,3,5.0,false,1.0,"기, 기다려, 같이 가!"
266,0,2,false,false,false,2,5.0,false,1.0,"으윽, 다리가 풀렸어……"
267,0,2,false,false,false,2,5.0,false,1.0,"이, 이쪽으로 오지 마……"
268,0,2,false,false,false,3,5.0,false,1.0,"응? ……없어졌나?"
269,0,2,false,false,false,3,5.0,false,1.0,"아, 아직도 있잖아!!"
270,0,2,false,false,false,3,3.0,false,1.0,"또 쥐 떼가 습격할 것 같군"
271,0,2,false,false,false,3,3.0,false,1.0,"훈련 참가 희망자는 여기로 모여라!"
272,0,2,false,false,false,3,3.0,false,1.0,"누가 좀 도와주지 않으려나"
273,0,2,false,false,false,3,3.0,false,1.0,"또 긴다리거미잖아!"
274,0,2,false,false,false,3,3.0,false,1.0,"큰일났다, 고블린이 올 거야!"
275,0,2,false,false,false,3,3.0,false,1.0,"자재를 마련하러 가볼까……"
276,0,2,false,false,false,3,3.0,false,1.0,"아귀 놈, 용서하지 않겠다……!"
277,0,2,false,false,false,3,3.0,false,1.0,"내 짐이 저 안에 있는데……!"
278,0,2,false,false,false,3,3.0,false,1.0,"책임이 막중하네요…"
279,0,2,false,false,false,3,3.0,false,1.0,"누가 신병 좀 상대해 줘!"
280,0,2,false,false,false,3,3.0,false,1.0,"아, 라라펠족 진짜 좋아"
281,0,2,false,false,false,3,3.0,false,1.0,"훗, 역시 미코테족이 좋지"
282,0,2,false,false,false,3,3.0,false,1.0,"음!?"
283,0,2,false,false,false,3,3.0,false,1.0,"미코테족 팬이냐!?"
284,0,2,false,false,false,3,3.0,false,1.0,"라라펠족을 좋아하는군!?"
285,0,2,false,false,false,3,3.0,false,1.0,"라라펠족이 최고지!"
286,0,2,false,false,false,3,3.0,false,1.0,"미코테족이 정의라고!"
287,0,2,false,false,false,3,3.0,false,1.0,"이봐, 싸우지 마!"
288,0,2,false,false,false,3,3.0,false,1.0,"에잇, 끼어들지 마라!"
289,0,2,false,false,false,3,3.0,false,1.0,"넌 찌그러져 있어!"
290,0,2,false,false,false,2,5.0,false,1.0,"허억허억……"
291,0,2,false,false,false,3,3.0,false,1.0,"훌륭하다! 이 관문은 괜찮겠군"
292,0,2,false,false,false,3,3.0,false,1.0,"멍청한 놈! 수행이 부족해!"
293,0,2,false,false,false,2,3.0,false,1.0,"좋아, 지켜냈어!!"
294,0,2,false,false,false,2,3.0,false,1.0,"미덥지 못한 녀석들……"
295,0,2,false,false,false,3,3.0,false,1.0,"이제 신병들도 열심히 하겠지"
296,0,2,false,false,false,3,3.0,false,1.0,"모험가론 역부족이었나"
297,0,2,false,false,false,2,3.0,false,1.0,"히익, 너무 세잖아!"
298,0,2,false,false,false,3,3.0,false,1.0,"덕분에 살았어, 고마워!"
299,0,2,false,false,false,2,3.0,false,1.0,"오렌지가 전멸했어……"
300,0,2,false,false,false,2,3.0,false,1.0,"먹을 걸로 쌓인 원한은 아주 깊지"
301,0,2,false,false,false,2,3.0,false,1.0,"도적에게 내줄 순 없다!"
302,0,2,false,false,false,2,3.0,false,1.0,"큭, 지키지 못했어……"
303,0,2,false,false,false,2,3.0,false,1.0,"야호, 이제 출하할 수 있겠어!"
304,0,2,false,false,false,2,3.0,false,1.0,"도와줘요 두목~!"
305,0,2,false,false,false,3,3.0,false,1.0,"결판을 내자~!"
306,0,2,false,false,false,2,3.0,false,1.0,"고마워, 이제 작업할 수 있겠군"
307,0,2,false,false,false,2,3.0,false,1.0,"휴, 손해는 적은 것 같아"
308,0,2,false,false,false,2,3.0,false,1.0,"다시 발주해야겠어……"
309,0,2,false,false,false,2,3.0,false,1.0,"후퇴~"
310,0,2,false,false,false,2,3.0,false,1.0,"부담없이 사용하도록 하지……"
311,0,2,false,false,false,2,3.0,false,1.0,"다리를 지킨다, 월급이 나오니까!"
312,0,2,false,false,false,2,3.0,false,1.0,"우리 밥은 지켜냈다!"
313,0,2,false,false,false,2,3.0,false,1.0,"토벌완료, 귀환하겠습니다!"
314,0,2,false,false,false,3,3.0,false,1.0,"다리에서 날뛰는 도적을 물리쳐라!"
315,0,2,false,false,false,2,3.0,false,1.0,"좋았어, 다음에도 죄다 물리치자!"
316,0,2,false,false,false,2,3.0,false,1.0,"이 틈에 구멍을 메워야겠어!"
317,0,2,false,false,false,2,3.0,false,1.0,"이제 내일까진 걱정 없겠군요!"
318,0,2,false,false,false,2,3.0,false,1.0,"이상 무! 경계를 계속하겠습니다!"
319,0,2,false,false,false,2,3.0,false,1.0,"쾌적한 가도 여행이 되시길!"
320,0,2,false,false,false,2,3.0,false,1.0,"보았느냐 야만족, 우리의 승리다!"
321,0,2,false,false,false,2,3.0,false,1.0,"후퇴, 본진까지 후퇴하라!"
322,0,2,false,false,false,2,3.0,false,1.0,"이겼다, 지켜냈어!"
323,0,2,false,false,false,2,3.0,false,1.0,"유감이로구나……!"
324,0,2,false,false,false,2,3.0,false,1.0,"변신한 건 아니겠지? 점호한다"
325,0,2,false,false,false,2,3.0,false,1.0,"불길한 싹은 자라기 전에 벤다!"
326,0,2,false,false,false,2,3.0,false,1.0,"다날란을 얕보지 마라!"
327,0,2,false,false,false,2,3.0,false,1.0,"쳇, 일단 후퇴한다"
328,0,2,false,false,false,2,3.0,false,1.0,"전과 이상 무! 목숨 이상 무!"
329,0,2,false,false,false,2,3.0,false,1.0,"다행이다, 선배님도 기뻐하실 거예요"
330,0,2,false,false,false,2,3.0,false,1.0,"시시한 수확뿐이로다"
331,0,2,false,false,false,3,5.0,false,1.0,"이, 이런 굴욕이……!"
332,0,2,false,false,false,3,5.0,false,1.0,"뭐야, 벌써 끝이야?"
333,0,2,false,false,false,3,5.0,false,1.0,"그럼 뒷일은 잘 부탁해!"
334,0,2,false,false,false,3,5.0,false,1.0,"다음 상대는 너로군"
335,0,2,false,false,false,3,5.0,false,1.0,"기대되는걸, 이쪽으로 와라"
336,0,2,false,false,false,3,5.0,false,1.0,"그럼…… 간다!"
337,0,2,false,false,false,2,5.0,false,1.0,"이게 다냐!?"
